name,date,rating,review
CygnusiaX1,"Mar 22, 2020",9,"I find it funny that there are those here complaining about the fact that you can only have one island per Switch. First of all, help the first person choose your island layout. Secondly, two heads are better than one in getting the first stumbling blocks out of the way so you can do whatever you want. My wife and I have our own Switches, and only one copy of the game. Mine is a day-one purchase Switch and hers is the new AC:NH themed version. We swap our single copy back and forth between our two consoles. Once we get a second copy, then we can do standard multiplayer. Right now, with the insanity going on outside our doors, this is SUCH a breath of fresh air. It's relaxing and sublime, and takes our minds of what's going on right now. And it has so much eye candy, it's ridiculous. I only drop it one point because we can't figure out how to trade fruit between our islands, what with us only having one copy of the game."
FU_AC,"Mar 22, 2020",0,i'm sure ACNH is amazing for player 1 but player 2 is gimped to all hell and has barely any say in what goes on. there is no way to play 2 islands on one switch and i refuse to buy a second switch to play it.
lambdafish,"Mar 22, 2020",0,"As a ""player 2"", Nintendo has essentially told me that I can't ever play properly on the game that I share. In theory, sharing an island works, and many games have succeeded in this. The resources most definitely should be independent per player so that everyone has stuff they can do, the fact that it doesn't literally makes the game unplayable in large households and families that share a switch because one player will perform all of the activities, filling their NookMiles, leaving nothing left for anyone else to do. Sharing an island at all should be a choice, and the game itself should be designed around sharing, with safeguards allowing every player to fully enjoy the game. At present this is far from the case and it leaves an extremely poor play experience for ""player 2's"" and even Players 1's to a certain extent. Unless this is changed, the game is worthless to me and many others, therefore I can't give any score other than 0.

And to anyone saying that people giving negative reviews over a single, ""minor"" feature/complaint, and are trying to counterbalance the score to ""drown out the whiners"", remember that the people reviewing these low scores literally cannot experience the game that you are giving 10's for because of this problem."
Drawnimo,"Mar 22, 2020",10,"Almost every negative review I have seen for this game addresses the ""shared island problem."" And it is causing the user score to plummet. However, in the midst of all the controversy, people seem to forget that this problem doesn't even affect everyone, and that there is a stellar game past this one issue. I would have rated this game 9/10 for its slow start and lack of camera freedom, but I'm rating it a 10/10 to counterbalance all the reviews that forget to actually review the game and its merit rather than a single one of its flaws. I do not believe that a game so fun, heart-warming, charming, and immersive should receive such a low user rating solely because it doesn't specifically tailor to your needs. I can acknowledge the problem, and sure it really ****, but it isn't representative of literally everything else about this game. In my mind, this game is a near masterpiece and I cannot wait to continue playing it. If you have multiple people that want to play on the same console, I acknowledge that your experience will be hindered due to Nintendo's admittedly greedy policies. However, Animal Crossing: New Horizons as a game, as a social experience, and as a Switch title, deserves much more than what the user score would initially lead you to believe.
My final score: 9/10"
NorwaySpruce,"Mar 22, 2020",5,This is a game for people who love doing chores. In addition to crafting your own tools that break after 20 uses you also have to craft all the stores and the other villagers houses as well.
HunterXJacob,"Mar 22, 2020",7,Very disappointed with how they are limiting multiplayer. My wife and I are managing to share but this is not going to be good in a household with children. Changing my rating as the game is wonderful. But it is so hard not to be upset with how they could employ a few things to fix this.
Anonacon,"Mar 22, 2020",0,"Me and my girlfriend bought this. Turns out you can only have one island per CONSOLE, not even per user. The second user basically can’t do anything... can’t trade, can’t place buildings, can’t even get recipes unless they have been unlocked by the first person who played the game. Literally the only work around for this is to buy another Switch. It makes loot boxes look moral. So I have to give it zero because guess what, until my girlfriend is bored of it... I can’t even play it. Thanks, Nintendo."
sunnyh,"Mar 22, 2020",4,"I'm cool with the one island per console limitation, but its insane that progress in the game is restricted to what player one does. I recently started an island with my wife. What if my wife quits playing the game? Will I have to start over? Crazy."
Giboultou,"Mar 22, 2020",9,"First of all I want to admit that yeah, it’s true single console multiplayer options are terrible. The second character gets dumbed down to a sort of follower that can only be in the shadow of the main player. Truth is tho that this feature has been true of New Leaf as well. If you wanted multiple villagers, the second wasn’t mayor and didn’t have as much freedom. So I would say that this isn’t a step back, but rather a lack of step forward from the developers on that front. However I don’t believe that this condemns all the amazing other features and steps forward. All furniture has been remodelled with great details, textures and lighting effects for a game with such a simplistic artistic direction. The museum is sublime, and the hourly music is memorable (for some). Animals now do lots of activities too and feel more alive than ever with witty and varied dialogue. Crafting is simple but well implemented, and it is a pleasure to slowly build the island into the little village the previous games had gotten us used to. I am ready to take off two points for the limitations created for families/friends with one console, though it does not concern me personally, but that does not entirely condemn it for all the wonderful things it has to offer and the great effort that was put into designing the game. It can’t be enjoyed by all, but for those that are planning to play solo, go for it, there is so much to get out of this experience!!"
NomNomAutomat,"Mar 22, 2020",0,"It totally **** that you can only have one island per switch. My boyfriend tried to make an island of his **** NO. So now he get to sit beside and just watch me play.
Do it again and do it right Nintendo."
undertal,"Mar 22, 2020",4,"1. Crafting is extremely poor - really basic combinations without meaningful depth.
2. Interactions aren't good either - chop wood, gather some fruits, go fishing - its no better than simple game from Appstore
3. BE AWARE, BECAUSE IT'S A NIGHTMARE! - Annoying animations. Did you catch the same butterfly for the 20-th time? It doesn't mather - you are forced to watch same freaking animation ""yes, I catched it, wow!"". Would you like to sell something? It's good but everytime you are forced to read the same text all over again. It's going to be like 1000 times throughout whole game.
You can play it, but be aware that whole bunch of your time would be consumed by meaningless conversation, and animations you cant skip. Without any award"
TeddyBear0-0,"Mar 22, 2020",10,can't stop playing this is what I've been waiting for btw if you don't like animal crossing then don't buy it because its more of the same so yeah if not its amazing
Skyrapture,"Mar 22, 2020",10,"Super jeu. Seulement trois jours dessus mais je m'éclate, il y a toujours des choses a faire et le système d'objectifs permet de renouveller l'intérêt après la routine quotidienne effectuée.

Ceux qui ont noté 0 par rapport au multijoueur sont des trolls.
Nous jouons à trois sur l'île et souvent en simultané net nous avons aucun problème avec les ressources.
Achetez le jeu et jouez y avant de critiquer."
Hotbeanjuice,"Mar 22, 2020",0,"As everyone else has said, it just ridiculous to only allow one island account per console, clearly a money move. Didn’t think Nintendo would stoop to being so disrespectful to their fan base and a beloved game."
Feels64,"Mar 22, 2020",9,EDITED: After 3 days it's gotten a lot better. Everyday there is more stuff to do. Boosting my rating from 7 to a 9. Love this game and am going to play it every day.
Stubbzy48,"Mar 22, 2020",0,Unable to create more than 1 island per switch and no option to even move game data to be able to get around this. A complete cash grab to force you to buy another switch and game to be able to enjoy the game to its fullest if multiple people want to play.
JonnyDepp,"Mar 22, 2020",0,"A bad joke, just one island per Switch really playable. If you are a family with one switch, you will be pissed
Off. Nintendo, shame on you. Once again you give a **** on happy customers."
Fumiko,"Mar 22, 2020",0,"One island per console is unacceptable. If you share your Switch with anyone else, don't buy this."
korialstrazh,"Mar 22, 2020",9,"Great game. Boring start, but starting from the third day on this ac starts to shine"
ChaseU,"Mar 22, 2020",10,"Amazing game, gameplay, vibes, ALL OF IT. Don't listen to the whiners leaving 0 star reviews. Well worth the buy - the best AC game yet!"
Eine,"Mar 22, 2020",2,There are no events in the game. Even the holydays. The world feels empty and grey. All provious parts of AC series definetly better
Relativokay,"Mar 22, 2020",10,Definitely the most expansive and fun Animal Crossing entry! All my expectations were surpassed.
Ifrit004,"Mar 22, 2020",3,"While the first player in the house will have a great time on this, all subsequent players will have a muted, limited experience.
I wasn't aware of the one island per console feature and this really does ruin the game for everyone else. I would not have bought this had I know, hopefully Nintendo will do the right thing and patch this out."
ErnestGamingEC,"Mar 22, 2020",9,This game is really beautiful and **** people at Nintendo really put effort into this and it is worth the delay that it gets. Every time you build something it felt like an accomplishment but things like getting material from rocks tree and other needs to take a day to replenish which is disappointing and waiting for a building to be build makes me really impatient all the time.This game could been benefitted from less waiting time it felt like eternity to wait for things to be done
khu,"Mar 22, 2020",4,"-no cooking
-almost no interactions with furniture (ex: you can't play the guitar or watch tv, they are just there)
-1 island per switch
-incredibly bad co-op
-item durability

Everything is there to prolong your game time and sell more Swtiches. No depth or mechanics, only shallow visuals.

If you're not after collecting animals for your island like Pokemon, you'd be better off playing **** Valley. If this was not a Nintendo title critics would rate it 6/10."
DrLightning,"Mar 21, 2020",10,"New horizons is charming, has great music, and brings new ideas to the series without messing with the animal crossing identity."
BrushedRed,"Mar 21, 2020",10,"Such a great series! I've been playing since the first one on Gamecube. Taking what we already love about the series and building on it, this game will be just as good as we all hoped for, no doubt about it. The crafting aspect is very welcome and being able to shape and remodel your island to your will is such a step forward for the series. I've only put around 5 hours on this so far, but I'm already in love!

After spending 5-10 more hours on it today, I can say this is easily the best animal crossing to exist! They really covered everything, and everything is turned up to eleven. Each and every aspect that could have gotten better has gotten better, just look at the museum for instance! It is incredible!"
RyanElliott,"Mar 21, 2020",9,"This game is pretty good,  it's good to see animal crossing back at it's feet (after that one garbage game on the wii u) the games charming, funny sometimes. and just everything animal crossing."
Earthquakemass,"Mar 21, 2020",10,"Pretty fun game. Relaxing, adorable, and simple. I dont see why people are coming in a review bombing it with 0's metacritic should do somthing about this because its really becoming a problem."
Neeeenah,"Mar 21, 2020",4,"This game feels like it's trying to force homes to buy multiple Switches rather than letting separate accounts use one Switch to experience separate game play. No other game is set up like this. It also restricts content so rather than letting a person binge play, it encourages you to frequently check in on a regular basis."
Operation-Z,"Mar 21, 2020",9,"So far of what I played, I don’t think it deserves all the hate it gets, however some of the problems especially early on can be a huge dealbreaker to some such as 1 island per user, co-op, and the fact that it starts off super slowly, which could turn off new fans. Also why do you get hourly music later in the game? Hearing the same track for the whole day gets really irritating. Also I don’t really like the piece of music, but that is a me problem. Hopefully Nintendo listens and fixes some of these issues. Overall, I highly recommend this game. Gorgeous graphics, fun and addicting gameplay, and the amazing charm the series is best known for."
MintyEthan,"Mar 21, 2020",5,Why one island per switch? That’s so stupid and that doesn’t work for families who share a switch. That’s awful
AB6785,"Mar 21, 2020",10,"I honestly think that this is one of the best games I’ve ever played. There is so much attention to detail with this. I hope that they continue to update everything as time goes on to add even more content.

My only issues with the game so far are:
- It’s slow to start so do everything you can and then skip your clock forward until you have the full museum and the store.
- The cut scenes when people join and leave your island are annoying after a while and are far too long.
- The island tours need to provide more of a benefit because if you have enough friends, you likely will have all of the fruit anyway."
Scutch1980,"Mar 21, 2020",3,This game could really benefit from respecting the players time a little more.  It's a decent enough time to gather resources and craft things.  But the worse offender is no way to retrieve your save file to a different Switch?  I mean what do I have to do if I buy a new switch and have to sell the one I have now? No one at Nintendo knowss how to respect people's time?
NatJacks,"Mar 21, 2020",10,"Absolutely loving the game so far, I love how it's equal amounts of hand-holding and letting you do whatever you want. Can't wait to play this for many years like the previous games. But Nintendo really needs to add more than one island per switch..."
dlwatso15,"Mar 21, 2020",0,"I want to preface this by saying I do enjoy this game when playing single player. The only problem is I play with my wife and anyone who wants to play this game with one or more people will have a horrible time. Couch co op in New Horizons might be the worst co op I have every played in any video game. Anyone who is not player 1 is unable to access their inventory, interact with villagers or even go into buildings. How can a game have local multiplayer without split screen in 2020? It’s pathetic and it shows how low Nintendo will go to sell more consoles. If it wasn’t for this the game would be rated much higher but this is a definite deal breaker. You dun goofed, Nintendo."
SpiffyStan,"Mar 21, 2020",0,"Started the game, played for an hour or so and then came back the next day only to have to start the entire game again, I'll be trading this one in."
Kloz,"Mar 21, 2020",0,"Only 1 island per switch... come on... if someone else in your home wants to play this game they are restricted to the island of the first account to play, so that destroy the experience to the second player."
bat201,"Mar 21, 2020",3,"i'll update my review as I play. but mannnn this game is boring.
2 hours into the game and I got a house... that's all I feel like I accomplished. Games are supposed to bring some short of enjoyment, whether it be story, graphics or gameplay... This has none of that so far.... Just kill me now please......."
McKrakalaka,"Mar 21, 2020",0,"Devastating. I bought this for my boys, and our family of 5 was excited to play! Guess what? 1 island per Switch. BROKEN. I went to give artifacts to the owl and I couldnt hear the delightful descriptions because one of my boys had already completed all the requests for unique objects. Nintendo needs to fix this. Requiring 1 switch per player is BROKEN. I don't think I have ever been this angry with a company before. I am willing to buy 5 copies of Animal Crossing, but not 5 Switches. What a horrible launch experience for a game that we have been dreaming about for years."
melkorsmaia,"Mar 21, 2020",2,"Don't get if you plan on using the switch as it was intended, aka a portable console you can use while you travel, because surprise surprise nintendo is so overbearing that holidays will be released as updates that you need internet to install AND to play. Good job nintendo, you really got those evil time travelers that were SERIOUSLY cutting into your bank- oh wait, time traveling affects no one but the player who might otherwise not be able to play due to travel/work/school.
Game feels unfinished, hundreds of items cut, many characters cut (so no point to the amiibo features to get your fave villagers unless you're lucky), swimming/gyroids/paintings/99% of special npcs cut, everywhere you look theres cut content that we get to hopefully wait for nintendo to drip feed us while a chorus of people repeat that ""HEY. This next update in a week/a month/a year MIGHT be the one that gives us a few more basic features. MAYBE you should just stop complaining since now theres SO many new things **** wait, the furniture placement stuff is from hhd, and crafting furniture from harvested material to place outside is from pocket camp so. nothing new except this stick i can use to cross rivers i guess.""
-2 points for unfinished game at launch, -2 cut content over all, & -3 for nintendos controlling attitude & fans acting like just because they personally didn't LOVE a feature/got lucky the things they liked are in game means the cuts dont matter. 3 remaining are for graphics, which are a vast improvement from other installments."
heyGuysItsPete,"Mar 21, 2020",4,"It's a solid 7/10 cute little game for killing time on a chill island, but only one person per console gets to fully experience the game.  It's designed to push you to buy a second switch."
Deibit1983,"Mar 21, 2020",10,10/10 si juegas te enganchas como nunca a otro juego. Mejorando AC NEW LEAF
Ofdas23,"Mar 21, 2020",10,"It’s great! Nothing else to say more to describe the game. You always have something to do. You always can relax at the beach listening to the game‘s beautiful OST. Great, it indeed is a must play!"
Derkleton,"Mar 21, 2020",0,"You're only allowed one island on each console and even you're ok with that only the person who plays and creates the island first can enjoy the full experience. Other players that have accounts on the same console are extremely limited to what they can do.

Nintendo has said before that they wanted everyone in a household to have their own switch and it looks like this is one of the many ways they plan on doing it. All under the guise of ""to prevent cheating"" even though the main way people cheat is changing the internal clock on their system and they're already doing it."
Gokuro,"Mar 21, 2020",0,music is kinda boring compared to new leaf. souless game. this **** is so boring
Janimalz,"Mar 21, 2020",0,"Game is awesome, but Nintendo thinks it can convince households to each buy their own switch by hampering local play. Super annoying."
Purplezzzz,"Mar 21, 2020",0,"i really hope that one day they will translate the game into portuguese, they will make commercials in portuguese direct subtitled in portuguese but the game is never in portuguese, after the representative from latin america said that it is not a prority to translate console games, just translate those of mobile games, in short their priority and only the money, you know they do dubbed commercials but it doesn’t translate the game for us, we are the biggest country in Latin America, I think they should listen to the fans more"
Supernatastic,"Mar 21, 2020",0,"Very upset about this game. Loading times too long, I don't like waiting 10 seconds everytime I leave a tent. I hate the noises the characters make when they speak. But the worst part of all. MY SHARED CONSOLE MEANS ONLY 1 PERSON CAN PLAY THIS GAME. I share a switch with my boyfriend and because of the ""one island per console"" bull crap we basically can't both play it without one person having severely lacking boring and depressing game play. So I've let him have it. I'm very upset that a 60 dollar game only allows one save and not allowing separate games for separate profiles. Will NEVER buy another animal crossing. This was my first animal crossing ever and I'm glad I never bought any of the previous. They don't deserve my money."
gabrielthorn,"Mar 21, 2020",9,"This is a personal experience. Relaxing game, although the pace is a little too slow sometimes."
Munchie03,"Mar 21, 2020",10,By far one of the most charming games of 2020. The game offers a variety of tasks and adventure to explore with its new deserted island theme. The DIY crafting mechanic allows you to build new items instead of buying them like in past game and offers new uses for existing material on your island. The characters are charming and have unique personalities that keep the game refreshing.
shishibosslv100,"Mar 21, 2020",10,esta buenardo ya que es super adictico y divertido amigo las mejores rimas en mi reviews
Reallynintendo3,"Mar 21, 2020",0,Leaving it at 0 until nintendo fixes their 60 dollar game. This game is no fun if your a second profile onto the game. The 1st to log on has more privileges and fun than anyone else in the game
bkbckaebkcj,"Mar 21, 2020",10,All what was good in Animal Crossing is right now even more thrilling and fantastic. a 10/10 easy
Gamer4Life137,"Mar 21, 2020",0,"Only allowing one island per console is terrible and Nintendo should be ashamed of the state this game is in. Storytime: two days before launch, I read about this one island policy and was terrified. I don't have a lot of money, so my girlfriend and I share a switch and don't buy many games. She doesn't play much, so I was thrilled when Animal Crossing was announced because it looks like her type of game. Fast forward to me learning about the island, and I expressed my concerns to her. She said to me that it would be okay and we would just share. To my dismay, sharing is not an option. Only the primary player can progress the game. Any big progression moments must be done only by the one player. Any additional players just have to exist and not partake in progression. That is evil. This is the worst thing I've seen from Nintendo. I played for two hours and decided to stop and let my girlfriend play. Again, I couldn't believe how terribly the second player is treated. No new resources spawn for each player. I only played for two hours and it was enough for it to be impossible for her to progress in any capacity. She has now decided she will never play again because she tried to play but wasn't able to since she hit a complete brick wall after ten minutes. We tried to figure it out on the second day, and ultimately this game is not compatible with multiple players. If you are the only person on the switch, this game is great. If you have anyone else at all who playsthe console, the game does not work. I'm giving this a 0/10 because of how disappointed and sad my girlfriend is. Games should not bring this much upset to anyone. Games are to enjoy, not to make you miserable. Nintendo is evil. This game is terrible. I hope they patch it out but I know they won't. Nintendo is just as evil as EA."
teafan011,"Mar 21, 2020",10,"Incredible game. It's definitely a must buy for anyone who enjoys creativity, relaxation, and just carefree fun. It's definitely slow and low-stakes, so if you lack patience and an imagination, go play some looter shooter or something. If you put time and work into this game, it will pay off, and the feeling of accomplishment you have when you end up with a beautiful island is amazing. 10/10"
Master__,"Mar 21, 2020",9,the critics on animal crossing new horizons are I find that people are just not happy because there is only one island for me it is not a problem I but 9 because it just a little bug on my part but otherwise the game is awesome!
Jemsutton,"Mar 21, 2020",0,"I honestly think this game was incredibly well made and was excited to delve further into it. Unfortunately, I live in a household with multiple people and only one Switch and the game only allows 1 island per Switch console. Furthermore the game is designed to give the person who initially creates the island far more agency than players who join afterwards (naming the town, doing initial town building quests). Additionally the game does not account for multiple people being on the island and always generates the same amount of resources per day, meaning anyone that plays after someone else is liable to not find any wood, stone or fruit until the next literal day of the week. All of this combines to make the local multiplayer experience terrible. All other games on the switch allow for different user profiles to create new save files, why is this not the case for Animal Crossing? On Gamecube I was able to buy another memory card to create another town, for New Horizons I would have to buy a completely new Switch and copy of the game to have another island. Do not buy this game if you have brothers, sisters, parents, friends, lovers, dogs or grandparents interested in playing it, unless of course you're somehow not affected by the global pandemic and can drop another 500 dollars so you can both play happily."
Nico85,"Mar 21, 2020",10,"This is a great entry for the Animal Crossing Franchise. The single player experience is just fantastic. I can’t wait to see what other players will do with their islands. I’m loving it, it’s fun, quirky and most of all very relaxing. To answer all the criticism coming from those who gave the game ZERO as a score: true, the one island per console is a very weird choice but it was said soooo many times and it’s written on the box as well. Read a review, a faq, watch a video on YouTube before you buy! You have no one else to blame but yourself if you bought something without gathering the (readily available) and necessary information."
Chimba84,"Mar 21, 2020",10,Great game. Slowly teaches you what to do and makes it more fun then a chore.
outrageousjoe,"Mar 21, 2020",0,"The game is probably fine but you can't fully experience it if you are the second player on the same console. You are forced to live on the island of the player who first started the game. Even worse, you share resources. So player one collects all fruits, insects etc. and you stand there with nothing. This has to be the worst game design decision ever made. Until that is fixed I cannot play and therefore not recommend the game. Shame on you Nintendo. Thats not family friendly at all."
MallRat15,"Mar 21, 2020",10,"Never played an Animal Crossing game before this one, and I wish I Had. Being as I am the only one in my house to use the Switch I can say this game is fantastic. So much to do, everything completely customizable and a huge island to work with. For me it is very hard to put this game down. I can see the bad reviews by many people as the one Island per switch is very dumb, but being as its only me I am rating the game for what it is and that is a Masterpiece."
giacomoch,"Mar 21, 2020",8,"It’s a great game, short of giving it a 10 because the save file stuff is crap."
YoSahop,"Mar 21, 2020",10,This game is extremely addicting and time consuming. Especially during COVID lockdown. Very advanced and chill. Highly recommend.
Dovahnoob,"Mar 21, 2020",0,"It's decent but it gets to a point were you've done everything you can really do that day apart from just grinding bells and miles and have to wait till tomorrow to do more stuff. The neighbours don't seem to do anything and it's annoying. In New Leaf I remember them doing activities with you frequently but in the 2 full days I've played this game so far, nothing.

I love Animal Crossing but this is a let down. Customising your character and island with more freedom is awesome but that's all there really is. Nothing fun to do."
CowboyBeepboop,"Mar 21, 2020",10,"I will surely sink lots of time in this game. Do not see any problem with the restriction (one console - one island), just buy your wife/kid a Switch."
hime,"Mar 21, 2020",9,"Я не знаю как, но эта игра меня не отпускает совсем."
EFYevan,"Mar 21, 2020",10,"YES, the game starts slowly, but by day 3, I have had so much to do, I don't know what to do with all my time!  This is exactly the game the world needs right now.  Highly recommended, 10/10."
Zantillex,"Mar 21, 2020",2,"Uninspired, unoriginal and any other poor adjective you can think of. The game has developed a disgusting cult following that will avidly defend the game even if it came out with trees reminiscent of trees running on the N64 (which would probably look better than this game).  Unlike Pokemon Sword and Shield, this game doesn't have the same pull that drags you away from your every day life."
JonesCanada,"Mar 21, 2020",9,"Early play review: the first 8 hours are great.  We have 2 players on our system and in my opinion as long as you have the primary player set up the island it works great.  My wife has about 8 hours in the game, I have about 6.

Sharing an Island thoughts:
So far we both find it excellent and have had no issues with sharing an Island.  I should qualify the review by stating that I played the GameCube version extensively and put some 80 hours into the 3DS version so I haven't played all iterations of the game.  Still, I have no issues with two people sharing an island as long as the primary player initiates it so player 2, 3 and 4 aren't held back.
I always enjoyed the shared experiences of animal crossing.  How one player would teach the computer characters specific words.  You and your siblings arguing over who ran over all the flowers.  Competing to get rare fossils first.  To me that was the fun of the game.  Personally, I think so long as you aren't a control freak this is more fun forcing multiple players into a shared space.

Actual Game Review:
I love it.  To anyone who has played the game before this is a natural progression.  If you feel you are ready for a new instalment it appears to have everything you would want.  If you haven't played before you need to be prepared for what the actual game is.  Professional reviews would describe it more articulately but it is a basic communication game.  This may sound like one of those mobile games where you have to play every few hours to harvest stuff and trade things but the design predates that genre by several years.  Animal Crossing is a game where you basically hang out on an island with NPC's who you chat with and just hang out.  They are like virtual friends.  They learn your speech and are happy to see you.  You gradually develop the island by changing the landscape and adding little customizations all around.  These are all small almost mindless tasks but it gives you a felling of touching up your home.  You can also visit friends islands which is much easier in the modern age of the internet than it use to be.  It is all fun in a passive sort of way.  The game is ideally played for around 15 to 30 min a day every day for years.  You do a few tasks and watch how the world changes with the seasons and holidays.  Slowly collecting things and changing the world.  I imagine some of the negative reviews are people trying to marathon the game because they are stuck inside due to the virus outbreak.  You can play for hours a day but that probably isn't the best way to enjoy things as the game clock is part of what drives progress.  If these things sound pleasant and fun you might like it.  Animal Crossing really is an acquired taste but I am happy to say that the format still has life left in it after all these years."
JackAnvil,"Mar 21, 2020",5,"The game is fun to play, but once again Nintendo fumbles online which is why my review is a 5."
BadrGaieb,"Mar 21, 2020",10,"This is 100% the best AC experience so far Ignore the 0s given by stupid people out here, the game is amazing"
KC1994,"Mar 21, 2020",4,"It’s a fun game, very reminiscent of the old Animal Crossing games. HOWEVER, the inability for users of the same switch to have different islands isn’t cool. In fact, only the first player on the switch can complete assignments from Tom Nook and other characters. Not even a second copy of the game will rectify this. The only way to rectify it is to buy another switch. Nintendo is being VERY GREEDY in limiting the game play like this. And for that reason, I give this game a 4."
matthewia94,"Mar 21, 2020",3,If you're planning to play with more than one person the second player is really more of an afterthought. They get their own house and items but they can't progress the story and actually miss out on some of the interactions. The game seems really fun but it is incredibly greedy to not allow both players to have a full experience without owning additional switches.
SkrubzLeaderYT,"Mar 21, 2020",10,"Amazing game, perfectly crafted for an extremely enjoyable and relaxing single player experience. It's been 7 years since a mainline Animal Crossing, and this perfectly revives the series from its grave of spin offs. If people are complaining about a single island per console, or a stripped down version of other family members villagers, the game has normally had a lesser experience for new villagers, because they did not FOUND THE ISLAND. About the single island, it was announced long before and is disappointing, but doesn't break and ruin the game.

The graphics are lovely, and every little detail is crafted for a long running fan of the series, like a love letter to us. By far the best Animal Crossing of all time."
keecommander,"Mar 21, 2020",10,"Mucho mejor que new Leaf, es Genial como te mantienen ocupado con los tickets, en verdad hay gente que se queja por que debe pasar dias reales para hacer cosas, ¿Acaso solo compraron el juego por el mame?"
jahan,"Mar 21, 2020",3,The one island per switch is way of an issue than I'd thought it would be. Others not being able to progress since I haven't played it enough makes it less fun for both them and me.
ThisGameSucks_1,"Mar 21, 2020",0,"For those saying we don't understand animal crossing was always 1 island, THAT IS NOT THE POINT. I fully support the idea of having 1 island, the point is that player 2 is extremely limited (I can't even get an axe as player 2), and cannot progress without player 1 finishing everything. Player 2 can't craft certain items, can't build, can't make decisions, need I say more? All I'm doing as player 2 is paying off my debt to tom nook. Don't know if Nintendo did this on purpose to buy another console, or if they actually dropped the ball on this one.

Only buy this game if you play alone, or plan on buying multiple consoles and games."
SimoneLink,"Mar 21, 2020",0,"Il gioco è fantastico, ma se condividete la consolle con qualcun'altro diventa terribile! Solo il primo giocatore potrà godersi il gioco, tutti gli altri saranno costretti a dipendere da lui: non si può costruire, gli strumenti non si possono sbloccare e tante altre limitazioni assurde! Non si capisce perché Nintendo non abbia volute dare la possibilità di creare diverse isole su una consolle. E attenzione, è inutile comprare più di un gioco, il salvataggio sarà sempre lo stesso. Quindi se volete godervi una buona esperienza dovete comprare tante consolle!"
REDSAUCE,"Mar 21, 2020",10,"This game is amazing.
I'm a fan of animal crossing serise.
When I heard new animal crossing in switch, I'm worried because previous game is very good.
However, This game is really good.
must play."
SibSkullcracker,"Mar 21, 2020",4,"Unfortunately I have to rate this game twice lower. For a single player this is game is nice but it’s totally not recommended for a household with one console. You can only have ONE ISLAND PER SWITCH and only the first user to start the game - the founder - gets full experience. The rest can get no quests, no proper interactions with NPCs and are limited in many other ways, such as the progress of the founder. You also have to share all the resources. I don’t see anything relaxing or social in this, only disappointment.
I hope Nintendo will fix this and do it ASAP. It’s totally inappropriate and inhuman to make people buy an extra console and I think no one in the right mind is going to do so."
ONEIsland,"Mar 21, 2020",0,"It's been said 100 times **** one Island per switch is straight trash. The gamecube version did better than this. How can you take such a big step back cheating the core of your fanbase- young families who grew up with this game & now have partners, kids?! I don't understand this, even looking at the business side. No one is going to buy this, if they have anyone else in house that wants to play. CO-OP is garbage as well."
dagallas,"Mar 21, 2020",10,"I love the animal crossing series, and ACNH is a perfect addition! Countless islands to explore and everything looks great, lots to do and it is so relaxing just chilling on your personal island. Definitely pick this one up if you enjoy relaxation and fun."
GIVEMETWOMAPS,"Mar 21, 2020",0,This is the evolution of Ninendo making you buy two copies of pokemon. If this doesn't get fixed I'm ready for a class action lawsuit
Kazem,"Mar 21, 2020",9,"The game is almost perfect! I must say that the only flaw is really the fact that you can only have one island, (many review bomb confirm that) but other thant that, the game is perfect! Can't wait to put 100 more hours in it!"
Hawakn,"Mar 21, 2020",6,"El juego está bien, pero lo que me molestó bastante es que solo sea una isla por persona. Esto limita mucho la cantidad de cosas que podes hacer antes de que se renueve el ciclo."
Ayylice,"Mar 21, 2020",10,"Game getting review bombed over nitpicks and small inconveniences, sounds about metacritic."
Taylo226,"Mar 21, 2020",8,"This game is just further proof that Nintendo refuses to understand what people want from an online experience. Only one island, combined with whoever leads gets all the items picked up. Bottom line is if your not leading your not progressing."
Mikyto,"Mar 21, 2020",10,"Animal Crossing is an absolutely perfect game in all areas. I beg you, dear reader, ignore the entitled nature of the negative reviews. The decision to limit players to a single island has been made for artistic purposes and was very well communicated to the playerbase before they could have made their purchase. At the end of the day the Nintendo Switch and Nintendo Switch Lite consoles are portable devices that most of the time support only one player. Expecting anything else is straight entitlement.

In the graphical department Animal Crossing: New Horizons is astonishingly amazing. It's gorgeous to look at. The gameplay is fantastic and a lot of fun. This is exactly the game needed to let go and relax during these hard times."
ReviewMike,"Mar 21, 2020",10,"Animal Crossing New Horizons is an amazing game by all accounts. The graphical presentation is superb, so the gameplay. Now it is absolutely impossible to rate an Animal Crossing game based on only 2-3 days of play."
XingJiNiuZai,"Mar 21, 2020",1,"Perfect for one player. Coop ****, but what KILLS the game is that you can essentially only have one player PER SWITCH. Your SO/sibling/kid will have to play on YOUR island on YOUR profile.

I cannot think of a single other home console game with this limitation. Not being able to share this with my family makes it a return."
Ellinov,"Mar 21, 2020",10,"Having a total blast so far! All the animals are adorable and the music is soft and calming. My friend visited my town and we played instruments together for like 10 minutes. This was definately the kind of ""sit back and relax"" kind of game it was hyped up to be."
Elboo,"Mar 21, 2020",10,"great game great fun, its colourful and chill i like it a lot, perfect for 31 years old guy (me)"
